City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Description,Rain inches last 3 hours,Snow inches last 3 hours
330,Miguel Auza,24.29,-103.45,73.02,27,35,21.99,MX,2020-02-24 00:59:46,scattered clouds,0,0
331,San-Pedro,4.75,-6.64,83.34,85,92,12.66,CI,2020-02-24 00:59:47,overcast clouds,0,0
332,Tommot,58.96,126.29,8.8,95,100,6.93,RU,2020-02-24 00:59:47,light snow,0,0.25
333,Simbahan,6.3,120.58,80.74,81,42,13.78,PH,2020-02-24 00:59:47,scattered clouds,0,0
334,Talaya,61.38,152.75,-14.87,98,90,0.98,RU,2020-02-24 00:59:47,overcast clouds,0,0
335,Sokolka,53.41,23.5,37.99,93,100,8.61,PL,2020-02-24 00:59:48,light snow,0,0.12
336,Krasnoselkup,65.7,82.47,24.87,88,100,21.65,RU,2020-02-24 00:59:48,overcast clouds,0,0
337,Devavanya,47.03,20.97,57.99,53,99,16.11,HU,2020-02-24 00:59:48,light rain,0.19,0
338,Wewak,-3.55,143.63,81.34,80,91,4.45,PG,2020-02-24 00:59:48,light rain,1,0
339,Laguna,38.42,-121.42,68.0,63,1,3.36,US,2020-02-24 00:59:48,clear sky,0,0
340,Carepa,7.76,-76.65,72.91,87,94,4.14,CO,2020-02-24 00:59:49,overcast clouds,0,0
341,Kodinsk,58.69,99.18,8.19,96,90,4.5,RU,2020-02-24 00:56:18,overcast clouds,0,0
342,Buala,-8.14,159.59,85.53,68,25,3.22,SB,2020-02-24 00:59:49,light rain,0.25,0
343,Port Hawkesbury,45.62,-61.35,33.8,74,1,5.82,CA,2020-02-24 00:59:49,clear sky,0,0
344,Saint George,37.1,-113.58,60.01,50,0,9.17,US,2020-02-24 00:58:26,light rain,0,0
345,Touros,-5.2,-35.46,80.6,83,40,6.93,BR,2020-02-24 00:59:50,scattered clouds,0,0
346,Ballina,-28.87,153.57,71.6,88,75,5.82,AU,2020-02-24 00:59:50,broken clouds,0,0
347,Yushu,44.8,126.53,10.58,88,0,7.81,CN,2020-02-24 00:59:51,clear sky,0,0
348,Srednebelaya,50.66,128.01,12.2,85,40,4.47,RU,2020-02-24 00:59:52,scattered clouds,0,0
349,Vila Velha,-20.33,-40.29,75.2,73,90,8.05,BR,2020-02-24 00:56:01,overcast clouds,0,0
350,Karpogory,64.0,44.45,31.66,89,92,11.9,RU,2020-02-24 00:59:52,overcast clouds,0,0
351,San Cristobal,7.77,-72.22,78.8,65,40,2.24,VE,2020-02-24 00:59:53,scattered clouds,0,0
352,Tabou,4.42,-7.35,78.3,94,75,3.58,CI,2020-02-24 00:56:25,broken clouds,0,0
353,Umm Lajj,25.02,37.27,60.4,46,100,5.1,SA,2020-02-24 00:59:53,overcast clouds,0,0
354,Nexo,55.06,15.13,41.0,86,83,26.4,DK,2020-02-24 00:59:53,broken clouds,0,0
355,Chepareria,1.31,35.2,70.63,53,100,7.34,KE,2020-02-24 00:59:54,overcast clouds,0,0
356,Sao Joao Da Barra,-21.64,-41.05,75.2,73,100,7.14,BR,2020-02-24 00:55:13,overcast clouds,0,0
357,Hobyo,5.35,48.53,76.55,75,77,14.29,SO,2020-02-24 00:59:54,broken clouds,0,0
358,Kizema,61.11,44.83,30.56,93,100,8.52,RU,2020-02-24 00:59:54,light snow,0,0.44
359,Tuatapere,-46.13,167.68,71.1,37,62,1.54,NZ,2020-02-24 00:59:54,broken clouds,0,0
360,Florianopolis,-27.61,-48.5,69.8,83,75,1.12,BR,2020-02-24 00:59:55,broken clouds,0,0
361,Kanashevo,55.22,62.06,15.8,92,75,13.42,RU,2020-02-24 00:59:55,mist,0,0
362,Thinadhoo,0.53,72.93,82.67,80,84,16.96,MV,2020-02-24 00:59:55,light rain,2.56,0
363,Orillia,44.61,-79.42,41.0,55,40,10.29,CA,2020-02-24 00:55:57,scattered clouds,0,0
364,Amahai,-3.33,128.92,81.37,74,100,17.25,ID,2020-02-24 00:59:56,light rain,0.12,0
365,Kaeo,-35.1,173.78,79.0,44,0,8.99,NZ,2020-02-24 00:59:56,clear sky,0,0
366,Comodoro Rivadavia,-45.87,-67.5,59.0,87,17,8.05,AR,2020-02-24 00:58:28,few clouds,0,0
367,Takoradi,4.88,-1.76,79.16,92,67,3.74,GH,2020-02-24 00:59:57,broken clouds,0,0
368,Ozernovskiy,51.5,156.52,29.86,85,100,29.06,RU,2020-02-24 00:59:57,snow,0,1.94
369,Geraldton,-28.77,114.6,78.8,78,21,5.82,AU,2020-02-24 00:59:57,light rain,0.69,0
370,Longyearbyen,78.22,15.64,-4.0,76,40,4.7,SJ,2020-02-24 00:55:04,scattered clouds,0,0
371,Bandundu,-3.32,17.37,72.46,97,100,7.49,CD,2020-02-24 00:55:04,heavy intensity rain,14.06,0
372,Hambantota,6.12,81.12,75.2,100,20,8.05,LK,2020-02-24 00:59:59,few clouds,0,0
373,Invermere,50.52,-116.04,26.01,91,100,1.01,CA,2020-02-24 00:59:59,light snow,0,1.12
374,Viedma,-40.81,-63.0,81.34,31,0,12.19,AR,2020-02-24 00:55:34,clear sky,0,0
375,Chippewa Falls,44.94,-91.39,42.8,64,1,8.05,US,2020-02-24 00:59:59,clear sky,0,0
376,Vila Do Maio,15.13,-23.22,69.8,73,20,12.75,CV,2020-02-24 01:00:00,few clouds,0,0
377,Omboue,-1.57,9.26,75.51,95,100,2.84,GA,2020-02-24 01:00:00,light rain,0.5,0
378,Arrifes,37.77,-25.7,57.2,87,20,4.7,PT,2020-02-24 01:00:00,few clouds,0,0
379,Beaufort,5.35,115.75,80.6,83,75,8.05,MY,2020-02-24 01:00:00,broken clouds,0,0
380,Ossora,59.24,163.07,5.52,92,100,7.34,RU,2020-02-24 01:00:00,overcast clouds,0,0
381,Dingle,11.0,122.67,75.58,86,67,12.39,PH,2020-02-24 01:00:01,light rain,0.13,0
382,Beeville,28.4,-97.75,71.6,83,90,16.11,US,2020-02-24 00:58:44,overcast clouds,0,0
383,Alencon,48.43,0.08,51.8,100,90,9.17,FR,2020-02-24 01:00:01,overcast clouds,0,0
384,Poum,-20.23,164.02,80.47,78,50,20.94,NC,2020-02-24 01:00:01,scattered clouds,0,0
385,Sloboda,51.14,40.3,33.28,94,100,11.48,RU,2020-02-24 01:00:02,overcast clouds,0,0
386,Araguaina,-7.19,-48.21,77.0,85,34,3.76,BR,2020-02-24 00:59:40,light rain,0.94,0
387,Ostrovnoy,68.05,39.51,27.5,92,100,12.93,RU,2020-02-24 01:00:02,light snow,0,0.37
388,Poddorye,57.47,31.12,34.7,95,99,11.36,RU,2020-02-24 01:00:02,light snow,0,0.13
389,Balikpapan,-1.27,116.83,78.8,83,20,9.17,ID,2020-02-24 01:00:03,few clouds,0,0
390,Juneau,58.3,-134.42,35.6,86,90,7.05,US,2020-02-24 00:58:19,light rain,0,0
391,Kilrush,52.64,-9.48,46.0,93,75,13.87,IE,2020-02-24 01:00:03,moderate rain,0,0
392,Pangai,-19.8,-174.35,86.0,84,20,10.29,TO,2020-02-24 01:00:04,few clouds,0,0
393,Korla,41.76,86.15,28.65,43,100,6.38,CN,2020-02-24 01:00:04,overcast clouds,0,0
394,Port-Cartier,50.03,-66.87,28.0,92,40,3.36,CA,2020-02-24 01:00:05,scattered clouds,0,0
395,Gimbi,9.17,35.83,65.84,46,92,4.52,ET,2020-02-24 01:00:05,overcast clouds,0,0
